customer_id,recency,frequency,monetary,Segment
CS2048,20,22,1677,P0
CS2049,124,22,1447,P2
CS2050,12,17,1188,P0
CS2051,97,20,1585,P2
CS2052,17,22,1626,P0
CS2053,12,20,1494,P0
CS2054,45,15,1074,P2
CS2055,41,29,1983,P2
CS2056,53,23,1577,P2
CS2057,21,17,1238,P0
CS2058,11,26,1776,P0
CS2059,113,25,1806,P2
CS2060,115,18,1089,P2
CS2061,3,22,1615,P0
CS2062,139,13,795,P2
CS2063,119,16,1091,P2
CS2064,131,16,1111,P2
CS2065,9,17,1069,P0
CS2066,144,15,975,P2
CS2067,172,20,1341,P2
CS2068,52,15,1073,P2
CS2069,104,21,1397,P2
CS2070,27,19,1354,P0
CS2071,23,16,1147,P0
CS2072,7,24,1712,P0
CS2073,35,21,1511,P2
CS2074,1,17,1241,P0
CS2075,64,17,1135,P2
CS2076,69,15,1019,P2
CS2077,8,12,683,P2
CS2078,72,20,1498,P2
CS2079,104,23,1576,P2
CS2080,67,18,1250,P2
CS2081,17,25,1749,P0
CS2082,112,15,977,P2
CS2083,22,26,1632,P0
CS2084,20,18,1257,P0
CS2085,173,25,1668,P2
CS2086,10,28,2071,P0
CS2087,21,15,1063,P0
CS2088,399,9,612,P2
CS2089,35,22,1598,P2
CS2090,158,13,939,P2
CS2091,100,24,1783,P2
CS2092,47,19,1387,P2
CS2093,47,20,1298,P2
CS2094,60,21,1406,P2
CS2095,13,27,1931,P0
CS2096,15,16,1136,P0
CS2097,8,15,1031,P0
CS2098,70,24,1760,P2
CS2099,88,14,1034,P2
CS2100,126,18,1227,P2
CS2101,62,19,1194,P2
CS2102,247,19,1356,P2
CS2103,35,17,1269,P2
CS2104,39,25,1726,P2
CS2105,295,15,963,P2
CS2106,26,17,1271,P0
CS2107,0,14,1047,P2
CS2108,42,16,1106,P2
CS2109,35,26,1836,P2
CS2110,123,17,1098,P2
CS2111,18,21,1518,P0
CS2112,2,19,1344,P0
CS2113,6,27,1892,P0
CS2114,37,16,1050,P2
CS2115,39,24,1807,P2
CS2116,32,27,1744,P2
CS2117,25,30,2020,P0
CS2118,225,16,1079,P2
CS2119,66,24,1775,P2
CS2120,156,15,948,P2
CS2121,31,18,1205,P2
CS2122,21,23,1648,P0
CS2123,102,21,1547,P2
CS2124,320,15,1027,P2
CS2125,128,19,1368,P2
CS2126,31,15,1093,P2
CS2127,11,29,2072,P0
CS2128,39,27,1766,P2
CS2129,16,21,1395,P0
CS2130,49,26,1853,P2
CS2131,185,12,885,P2
CS2132,99,14,973,P2
CS2133,74,14,902,P1
CS2134,68,19,1238,P2
CS2135,16,27,2036,P0
CS2136,59,13,861,P1
CS2137,3,25,1686,P0
CS2138,49,23,1710,P2
CS2139,42,21,1608,P2
CS2140,73,27,1978,P2
CS2141,0,17,1080,P0
CS2142,32,23,1733,P2
CS2143,30,15,1187,P0
CS2144,221,10,597,P2
CS2145,10,20,1379,P0
CS2146,76,22,1433,P2
CS2147,20,14,853,P2
CS2148,74,22,1495,P2
CS2149,16,23,1586,P0
CS2150,200,18,1089,P2
CS2151,25,16,1153,P0
CS2152,47,13,928,P1
CS2153,12,21,1550,P0
CS2154,189,18,1279,P2
CS2155,72,16,1087,P2
CS2156,6,15,941,P2
CS2157,8,18,1449,P0
CS2158,188,18,1305,P2
CS2159,26,19,1223,P0
CS2160,66,11,614,P1
CS2161,27,18,1182,P0
CS2162,60,18,1263,P2
CS2163,193,14,924,P2
CS2164,265,17,1184,P2
CS2165,126,14,914,P2
CS2166,173,19,1351,P2
CS2167,56,24,1739,P2
CS2168,46,19,1370,P2
CS2169,48,8,626,P1
CS2170,68,19,1425,P2
CS2171,81,16,1071,P2
CS2172,29,20,1490,P0
CS2173,207,18,1143,P2
CS2174,42,23,1735,P2
CS2175,100,23,1611,P2
CS2176,78,21,1425,P2
CS2177,0,19,1321,P0
CS2178,5,26,1854,P0
CS2179,81,30,1991,P2
CS2180,23,23,1685,P0
CS2181,85,15,1159,P2
CS2182,72,26,1883,P2
CS2183,59,13,855,P1
CS2184,14,20,1259,P0
CS2185,158,15,988,P2
CS2186,4,20,1437,P0
CS2187,55,24,1856,P2
CS2188,1,19,1128,P0
CS2189,63,21,1514,P2
CS2190,119,23,1621,P2
CS2191,33,22,1466,P2
CS2192,152,14,1086,P2
CS2193,21,16,1138,P0
CS2194,35,24,1803,P2
CS2195,13,24,1758,P0
CS2196,64,14,1156,P2
CS2197,117,21,1496,P2
CS2198,81,24,1685,P2
CS2199,72,28,1720,P2
CS2200,35,19,1330,P2
CS2201,11,18,1248,P0
CS2202,44,26,1743,P2
CS2203,3,16,1016,P0
CS2204,32,18,1292,P2
CS2205,59,28,1843,P2
CS2206,16,18,1291,P0
CS2207,22,26,1818,P0
CS2208,42,28,1782,P2
CS2209,138,15,949,P2
CS2210,96,20,1415,P2
CS2211,160,11,834,P2
CS2212,115,17,1152,P2
CS2213,1,24,1540,P0
CS2214,68,21,1440,P2
CS2215,29,25,1865,P0
CS2216,200,22,1486,P2
CS2217,20,17,1290,P0
CS2218,21,17,1157,P0
CS2219,30,17,1038,P0
CS2220,31,27,1970,P2
CS2221,54,18,1183,P2
CS2222,56,14,949,P1
CS2223,3,27,1868,P0
CS2224,85,14,1073,P2
CS2225,87,20,1411,P2
CS2226,7,17,1270,P0
CS2227,27,21,1288,P0
CS2228,10,19,1315,P0
CS2229,21,23,1810,P0
CS2230,57,24,1600,P2
CS2231,56,18,1389,P2
CS2232,196,22,1243,P2
CS2233,15,23,1847,P0
CS2234,85,10,808,P1
CS2235,31,17,1228,P2
CS2236,36,25,1547,P2
CS2237,26,26,1882,P0
CS2238,0,15,1156,P0
CS2239,258,19,1197,P2
CS2240,114,13,973,P2
CS2241,2,21,1540,P0
CS2242,103,17,1236,P2
CS2243,21,14,969,P2
CS2244,38,21,1587,P2
CS2245,21,20,1406,P0
CS2246,7,23,1710,P0
CS2247,7,17,1138,P0
CS2248,60,16,1092,P2
CS2249,53,23,1635,P2
CS2250,9,18,1318,P0
CS2251,13,25,1745,P0
CS2252,34,31,2120,P2
CS2253,56,17,1262,P2
CS2254,101,21,1331,P2
CS2255,9,17,1222,P0
CS2256,35,19,1337,P2
CS2257,79,23,1757,P2
CS2258,165,18,1244,P2
CS2259,28,17,1245,P0
CS2260,41,18,1126,P2
CS2261,248,18,1183,P2
CS2262,114,18,1334,P2
CS2263,39,27,2019,P2
CS2264,42,21,1627,P2
CS2265,64,15,910,P2
CS2266,21,16,1043,P0
CS2267,64,17,1267,P2
CS2268,68,19,1470,P2
CS2269,6,26,1623,P0
CS2270,134,15,1121,P2
CS2271,7,23,1619,P0
CS2272,41,17,1144,P2
CS2273,70,25,1935,P2
CS2274,22,18,1124,P0
CS2275,30,15,1063,P0
CS2276,159,14,1071,P2
CS2277,253,24,1682,P2
CS2278,209,14,826,P2
CS2279,38,22,1546,P2
CS2280,81,24,1569,P2
CS2281,392,19,1498,P2
CS2282,66,21,1452,P2
CS2283,15,22,1552,P0
CS2284,105,29,2179,P2
CS2285,7,29,2022,P0
CS2286,383,15,1088,P2
CS2287,41,17,1170,P2
CS2288,35,19,1254,P2
CS2289,159,20,1311,P2
CS2290,3,26,1823,P0
CS2291,3,20,1424,P0
CS2292,131,23,1582,P2
CS2293,45,22,1513,P2
CS2294,12,22,1615,P0
CS2295,136,21,1450,P2
CS2296,31,25,1876,P2
CS2297,73,19,1447,P2
CS2298,39,21,1568,P2
CS2299,71,29,1982,P2
CS2300,83,23,1648,P2
CS2301,106,14,968,P2
CS2302,82,23,1585,P2
CS2303,55,24,1673,P2
CS2304,10,16,1214,P0
CS2305,20,24,1717,P0
CS2306,54,21,1454,P2
CS2307,448,16,1207,P2
CS2308,76,22,1542,P2
CS2309,46,22,1472,P2
CS2310,28,28,2035,P0
CS2311,72,18,1321,P2
CS2312,109,26,1769,P2
CS2313,10,22,1507,P0
CS2314,54,16,982,P2
CS2315,179,16,1022,P2
CS2316,3,33,2330,P0
CS2317,12,21,1403,P0
CS2318,114,17,1305,P2
CS2319,107,18,1253,P2
CS2320,51,19,1379,P2
CS2321,203,20,1560,P2
CS2322,34,18,1360,P2
CS2323,32,22,1661,P2
CS2324,29,13,898,P2
CS2325,64,18,1222,P2
CS2326,23,11,681,P2
CS2327,20,26,1841,P0
CS2328,24,27,1868,P0
CS2329,104,21,1531,P2
CS2330,150,19,1458,P2
CS2331,9,26,1831,P0
CS2332,287,16,909,P2
CS2333,14,24,1822,P0
CS2334,76,17,1202,P2
CS2335,233,18,1112,P2
CS2336,22,22,1678,P0
CS2337,5,21,1454,P0
CS2338,0,27,2073,P0
CS2339,68,13,862,P1
CS2340,51,21,1487,P2
CS2341,26,24,1668,P0
CS2342,61,17,1165,P2
CS2343,100,18,1330,P2
CS2344,58,23,1660,P2
CS2345,8,29,2051,P0
CS2346,40,28,1817,P2
CS2347,4,18,1267,P0
CS2348,142,25,1598,P2
CS2349,25,20,1421,P0
CS2350,18,23,1584,P0
CS2351,64,23,1679,P2
CS2352,161,20,1539,P2
CS2353,112,16,1114,P2
CS2354,12,23,1682,P0
CS2355,129,20,1458,P2
CS2356,197,20,1335,P2
CS2357,1,24,1753,P0
CS2358,238,15,1105,P2
CS2359,32,24,1770,P2
CS2360,38,13,881,P1
CS2361,90,30,2193,P2
CS2362,65,21,1505,P2
CS2363,18,24,1550,P0
CS2364,22,25,1866,P0
CS2365,77,15,994,P2
CS2366,16,18,1156,P0
CS2367,81,19,1208,P2
CS2368,7,27,1859,P0
CS2369,47,24,1736,P2
CS2370,10,21,1420,P0
CS2371,52,22,1455,P2
CS2372,20,22,1569,P0
CS2373,154,26,1728,P2
CS2374,141,20,1340,P2
CS2375,32,21,1627,P2
CS2376,207,10,656,P2
CS2377,63,24,1763,P2
CS2378,34,25,1680,P2
CS2379,47,16,1225,P2
CS2380,105,9,717,P2
CS2381,47,19,1292,P2
CS2382,123,17,1247,P2
CS2383,32,20,1227,P2
CS2384,44,21,1323,P2
CS2385,66,18,1299,P2
CS2386,107,21,1552,P2
CS2387,158,24,1758,P2
CS2388,31,21,1445,P2
CS2389,49,20,1613,P2
CS2390,204,10,736,P2
CS2391,28,25,1768,P0
CS2392,151,18,1288,P2
CS2393,16,20,1283,P0
CS2394,55,18,1378,P2
CS2395,160,22,1498,P2
CS2396,43,11,796,P1
CS2397,69,23,1513,P2
CS2398,72,18,1338,P2
CS2399,48,25,1777,P2
CS2400,48,16,1082,P2
CS2401,22,15,1010,P0
CS2402,83,13,1063,P2
CS2403,85,24,1640,P2
CS2404,92,23,1641,P2
CS2405,68,12,834,P1
CS2406,150,15,1052,P2
CS2407,28,25,1732,P0
CS2408,10,11,687,P2
CS2409,210,15,989,P2
CS2410,133,13,847,P2
CS2411,154,21,1527,P2
CS2412,28,16,1084,P0
CS2413,44,15,1074,P2
CS2414,66,19,1492,P2
CS2415,41,25,1821,P2
CS2416,5,20,1353,P0
CS2417,61,18,1235,P2
CS2418,43,15,951,P2
CS2419,62,22,1676,P2
CS2420,110,22,1470,P2
CS2421,106,28,2054,P2
CS2422,64,20,1435,P2
CS2423,5,20,1333,P0
CS2424,30,20,1536,P0
CS2425,10,23,1647,P0
CS2426,6,18,1288,P0
CS2427,1,15,1122,P0
CS2428,209,20,1446,P2
CS2429,136,25,1816,P2
CS2430,43,27,1756,P2
CS2431,128,14,981,P2
CS2432,31,19,1493,P2
CS2433,69,30,1928,P2
CS2434,39,26,1746,P2
CS2435,181,16,1056,P2
CS2436,20,22,1607,P0
CS2437,57,21,1611,P2
CS2438,31,22,1423,P2
CS2439,31,23,1618,P2
CS2440,151,11,809,P2
CS2441,26,23,1513,P0
CS2442,32,28,1869,P2
CS2443,10,19,1246,P0
CS2444,13,15,938,P2
CS2445,3,19,1135,P0
CS2446,215,10,701,P2
CS2447,215,17,1329,P2
CS2448,25,21,1373,P0
CS2449,44,16,1166,P2
CS2450,9,16,1238,P0
CS2451,20,16,1169,P0
CS2452,100,20,1291,P2
CS2453,114,19,1374,P2
CS2454,41,23,1643,P2
CS2455,31,24,1520,P2
CS2456,13,17,1219,P0
CS2457,119,24,1572,P2
CS2458,49,16,1038,P2
CS2459,103,27,1968,P2
CS2460,149,23,1527,P2
CS2461,71,22,1355,P2
CS2462,109,20,1431,P2
CS2463,13,17,1131,P0
CS2464,58,18,1243,P2
CS2465,22,20,1456,P0
CS2466,21,16,1030,P0
CS2467,40,13,814,P1
CS2468,17,25,1892,P0
CS2469,30,20,1322,P0
CS2470,77,15,1216,P2
CS2471,131,18,1218,P2
CS2472,52,19,1231,P2
CS2473,16,19,1429,P0
CS2474,116,17,1070,P2
CS2475,8,16,989,P2
CS2476,53,22,1676,P2
CS2477,6,15,969,P2
CS2478,142,17,1164,P2
CS2479,38,10,747,P1
CS2480,99,19,1296,P2
CS2481,110,15,906,P2
CS2482,107,31,2098,P2
CS2483,106,15,1136,P2
CS2484,107,17,1142,P2
CS2485,31,21,1517,P2
CS2486,77,20,1418,P2
CS2487,0,25,1727,P0
CS2488,87,19,1318,P2
CS2489,186,19,1228,P2
CS2490,45,22,1561,P2
CS2491,45,19,1282,P2
CS2492,94,17,1211,P2
CS2493,1,28,1817,P0
CS2494,1,21,1678,P0
CS2495,33,17,1067,P2
CS2496,31,23,1573,P2
CS2497,295,17,1069,P2
CS2498,29,14,896,P2
CS2499,14,21,1515,P0
CS2500,168,17,1103,P2
CS2501,27,23,1600,P0
CS2502,98,24,1871,P2
CS2503,168,15,1001,P2
CS2504,53,11,927,P1
CS2505,118,16,1106,P2
CS2506,55,20,1505,P2
CS2507,212,23,1721,P2
CS2508,43,29,2049,P2
CS2509,356,13,981,P2
CS2510,75,20,1300,P2
CS2511,45,18,1291,P2
CS2512,53,25,1877,P2
CS2513,123,22,1619,P2
CS2514,10,21,1405,P0
CS2515,28,22,1517,P0
CS2516,29,17,1258,P0
CS2517,69,15,918,P2
CS2518,6,21,1293,P0
CS2519,8,25,1934,P0
CS2520,16,22,1524,P0
CS2521,44,21,1401,P2
CS2522,161,19,1373,P2
CS2523,93,17,1150,P2
CS2524,8,16,1164,P0
CS2525,59,20,1435,P2
CS2526,31,14,1014,P2
CS2527,28,23,1654,P0
CS2528,146,17,1132,P2
CS2529,35,19,1564,P2
CS2530,2,19,1122,P0
CS2531,122,26,1770,P2
CS2532,47,14,1106,P2
CS2533,10,24,1609,P0
CS2534,112,19,1391,P2
CS2535,71,18,1355,P2
CS2536,24,25,1886,P0
CS2537,30,17,1095,P0
CS2538,17,22,1477,P0
CS2539,75,18,1259,P2
CS2540,196,20,1352,P2
CS2541,156,28,1968,P2
CS2542,65,17,1283,P2
CS2543,54,22,1596,P2
CS2544,71,22,1490,P2
CS2545,57,24,1828,P2
CS2546,36,24,1588,P2
CS2547,24,19,1342,P0
CS2548,163,24,1661,P2
CS2549,71,17,1213,P2
CS2550,10,12,742,P2
CS2551,23,22,1670,P0
CS2552,19,27,1827,P0
CS2553,156,17,1200,P2
CS2554,55,12,851,P1
CS2555,0,18,1146,P0
CS2556,13,19,1464,P0
CS2557,5,16,1193,P0
CS2558,120,19,1305,P2
CS2559,388,10,774,P2
CS2560,125,16,1012,P2
CS2561,48,19,1237,P2
CS2562,11,13,999,P2
CS2563,1,17,1055,P0
CS2564,56,16,1114,P2
CS2565,54,22,1461,P2
CS2566,118,17,1243,P2
CS2567,1,17,1156,P0
CS2568,5,28,1901,P0
CS2569,10,24,1773,P0
CS2570,133,10,754,P2
CS2571,40,21,1590,P2
CS2572,65,15,1101,P2
CS2573,196,18,1218,P2
CS2574,33,15,990,P2
CS2575,64,24,1859,P2
CS2576,392,12,916,P2
CS2577,8,18,1303,P0
CS2578,36,25,1701,P2
CS2579,8,30,2006,P0
CS2580,29,20,1187,P0
CS2581,54,14,1075,P2
CS2582,26,29,1861,P0
CS2583,51,15,987,P2
CS2584,62,25,1814,P2
CS2585,0,21,1484,P0
CS2586,36,16,1061,P2
CS2587,22,12,747,P2
CS2588,95,23,1561,P2
CS2589,52,20,1442,P2
CS2590,23,22,1437,P0
CS2591,50,22,1609,P2
CS2592,39,20,1519,P2
CS2593,16,14,1199,P2
CS2594,2,20,1420,P0
CS2595,17,23,1516,P0
CS2596,84,12,923,P1
CS2597,65,21,1474,P2
CS2598,80,18,1244,P2
CS2599,30,28,1974,P0
CS2600,21,25,1768,P0
CS2601,19,25,1840,P0
CS2602,121,20,1484,P2
CS2603,36,17,1206,P2
CS2604,48,22,1426,P2
CS2605,87,18,1182,P2
CS2606,21,17,1211,P0
CS2607,9,13,783,P2
CS2608,62,16,993,P2
CS2609,49,15,1156,P2
CS2610,59,22,1649,P2
CS2611,48,21,1623,P2
CS2612,79,21,1510,P2
CS2613,26,22,1537,P0
CS2614,37,18,1180,P2
CS2615,24,30,2090,P0
CS2616,0,9,569,P2
CS2617,157,17,1157,P2
CS2618,200,18,1305,P2
CS2619,66,21,1387,P2
CS2620,142,35,2360,P2
CS2621,69,23,1540,P2
CS2622,32,21,1664,P2
CS2623,15,23,1629,P0
CS2624,37,27,1919,P2
CS2625,121,25,1762,P2
CS2626,172,12,926,P2
CS2627,19,21,1524,P0
CS2628,32,29,2135,P2
CS2629,102,12,828,P2
CS2630,114,17,1234,P2
CS2631,1,13,972,P2
CS2632,131,18,1164,P2
CS2633,110,19,1371,P2
CS2634,141,19,1423,P2
CS2635,54,23,1438,P2
CS2636,6,16,1164,P0
CS2637,58,26,1902,P2
CS2638,5,25,1690,P0
CS2639,43,26,1797,P2
CS2640,47,18,1296,P2
CS2641,82,19,1227,P2
CS2642,232,17,1180,P2
CS2643,166,22,1644,P2
CS2644,25,20,1507,P0
CS2645,22,14,858,P2
CS2646,25,17,1019,P0
CS2647,3,23,1830,P0
CS2648,25,25,1610,P0
CS2649,106,21,1460,P2
CS2650,243,15,1149,P2
CS2651,69,22,1712,P2
CS2652,108,20,1440,P2
CS2653,92,22,1454,P2
CS2654,56,16,952,P2
CS2655,31,27,1896,P2
CS2656,45,24,1729,P2
CS2657,40,29,2286,P2
CS2658,27,24,1816,P0
CS2659,17,20,1429,P0
CS2660,36,15,844,P2
CS2661,120,26,1874,P2
CS2662,17,26,1735,P0
CS2663,7,24,1788,P0
CS2664,62,23,1512,P2
CS2665,23,19,1273,P0
CS2666,123,18,1321,P2
CS2667,29,14,993,P2
CS2668,78,19,1427,P2
CS2669,57,30,1953,P2
CS2670,6,20,1398,P0
CS2671,39,20,1554,P2
CS2672,6,20,1530,P0
CS2673,1,15,1112,P0
CS2674,117,12,854,P2
CS2675,85,17,1411,P2
CS2676,89,24,1693,P2
CS2677,151,14,1025,P2
CS2678,111,13,978,P2
CS2679,81,29,1986,P2
CS2680,67,16,986,P2
CS2681,40,21,1305,P2
CS2682,14,29,2045,P0
CS2683,45,25,1665,P2
CS2684,85,15,1184,P2
CS2685,8,20,1474,P0
CS2686,32,22,1399,P2
CS2687,9,28,1731,P0
CS2688,42,22,1452,P2
CS2689,27,13,992,P2
CS2690,28,21,1560,P0
CS2691,292,16,1121,P2
CS2692,29,28,1913,P0
CS2693,46,21,1655,P2
CS2694,183,19,1269,P2
CS2695,100,23,1538,P2
CS2696,105,18,1292,P2
CS2697,3,16,1060,P0
CS2698,6,12,671,P2
CS2699,74,19,1280,P2
CS2700,37,26,1874,P2
CS2701,31,18,1101,P2
CS2702,61,29,2090,P2
CS2703,11,25,1615,P0
CS2704,41,20,1462,P2
CS2705,96,17,1268,P2
CS2706,114,20,1434,P2
CS2707,2,21,1498,P0
CS2708,15,23,1546,P0
CS2709,9,13,936,P2
CS2710,7,22,1635,P0
CS2711,187,18,1302,P2
CS2712,6,20,1366,P0
CS2713,25,20,1329,P0
CS2714,37,13,871,P1
CS2715,1,20,1369,P0
CS2716,54,16,1335,P2
CS2717,178,12,827,P2
CS2718,133,11,751,P2
CS2719,199,25,1667,P2
CS2720,116,21,1294,P2
CS2721,24,23,1722,P0
CS2722,49,21,1431,P2
CS2723,41,21,1446,P2
CS2724,258,14,1166,P2
CS2725,166,21,1395,P2
CS2726,22,20,1421,P0
CS2727,38,25,1698,P2
CS2728,87,20,1488,P2
CS2729,76,21,1401,P2
CS2730,349,16,1186,P2
CS2731,16,22,1736,P0
CS2732,33,18,1362,P2
CS2733,41,24,1725,P2
CS2734,73,19,1242,P2
CS2735,3,26,1813,P0
CS2736,14,25,1733,P0
CS2737,28,20,1317,P0
CS2738,113,25,1799,P2
CS2739,104,27,1962,P2
CS2740,197,14,1048,P2
CS2741,8,23,1528,P0
CS2742,100,24,1565,P2
CS2743,125,20,1295,P2
CS2744,38,18,1174,P2
CS2745,27,24,1525,P0
CS2746,4,15,1023,P0
CS2747,69,18,1284,P2
CS2748,108,23,1537,P2
CS2749,27,18,1225,P0
CS2750,22,17,1067,P0
CS2751,41,22,1571,P2
CS2752,113,18,1100,P2
CS2753,22,18,1256,P0
CS2754,69,22,1638,P2
CS2755,19,30,1983,P0
CS2756,127,23,1450,P2
CS2757,54,22,1526,P2
CS2758,15,15,957,P2
CS2759,68,18,1315,P2
CS2760,38,15,1091,P2
CS2761,34,17,1214,P2
CS2762,216,12,755,P2
CS2763,0,11,839,P2
CS2764,56,13,990,P1
CS2765,12,24,1639,P0
CS2766,10,27,1706,P0
CS2767,1,18,1323,P0
CS2768,46,18,1306,P2
CS2769,13,30,2202,P0
CS2770,2,25,1707,P0
CS2771,70,25,1671,P2
CS2772,271,17,1208,P2
CS2773,11,22,1474,P0
CS2774,64,11,763,P1
CS2775,17,22,1600,P0
CS2776,32,28,2099,P2
CS2777,233,20,1457,P2
CS2778,86,16,1157,P2
CS2779,67,14,934,P1
CS2780,30,18,1303,P0
CS2781,25,16,1098,P0
CS2782,76,21,1585,P2
CS2783,32,29,2060,P2
CS2784,86,24,1750,P2
CS2785,37,23,1702,P2
CS2786,24,29,2034,P0
CS2787,10,23,1641,P0
CS2788,54,19,1218,P2
CS2789,50,26,2003,P2
CS2790,121,19,1496,P2
CS2791,14,19,1381,P0
CS2792,7,21,1557,P0
CS2793,50,22,1668,P2
CS2794,4,23,1789,P0
CS2795,18,22,1609,P0
CS2796,2,18,1279,P0
CS2797,206,20,1352,P2
CS2798,77,21,1535,P2
CS2799,7,17,1102,P0
CS2800,71,16,1063,P2
CS2801,42,18,1148,P2
CS2802,29,20,1347,P0
CS2803,127,15,1034,P2
CS2804,26,22,1530,P0
CS2805,33,18,1104,P2
CS2806,147,11,762,P2
CS2807,61,19,1316,P2
CS2808,168,24,1509,P2
CS2809,13,24,1594,P0
CS2810,89,15,1082,P2
CS2811,143,17,1110,P2
CS2812,20,16,1134,P0
CS2813,75,23,1593,P2
CS2814,23,18,1385,P0
CS2815,36,16,1166,P2
CS2816,10,21,1401,P0
CS2817,67,21,1406,P2
CS2818,10,29,2018,P0
CS2819,23,20,1338,P0
CS2820,150,23,1596,P2
CS2821,18,27,1864,P0
CS2822,46,15,1131,P2
CS2823,18,25,1731,P0
CS2824,3,20,1292,P0
CS2825,20,14,873,P2
CS2826,142,18,1142,P2
CS2827,73,21,1455,P2
CS2828,48,20,1350,P2
CS2829,51,24,1794,P2
CS2830,98,28,2070,P2
CS2831,46,17,1250,P2
CS2832,24,24,1585,P0
CS2833,3,18,1299,P0
CS2834,27,24,1747,P0
CS2835,165,24,1800,P2
CS2836,34,18,1297,P2
CS2837,20,26,1813,P0
CS2838,250,18,1446,P2
CS2839,90,19,1295,P2
CS2840,42,29,2074,P2
CS2841,218,12,792,P2
CS2842,19,24,1733,P0
CS2843,168,18,1374,P2
CS2844,189,11,740,P2
CS2845,73,27,1829,P2
CS2846,7,19,1283,P0
CS2847,96,21,1493,P2
CS2848,66,19,1331,P2
CS2849,66,21,1301,P2
CS2850,26,17,1131,P0
CS2851,181,19,1392,P2
CS2852,153,16,1151,P2
CS2853,41,25,1779,P2
CS2854,17,23,1564,P0
CS2855,91,19,1346,P2
CS2856,59,21,1448,P2
CS2857,136,15,1095,P2
CS2858,49,23,1555,P2
CS2859,17,13,792,P2
CS2860,172,21,1356,P2
CS2861,10,14,1082,P2
CS2862,23,24,1734,P0
CS2863,133,25,1716,P2
CS2864,56,23,1442,P2
CS2865,37,25,1868,P2
CS2866,17,22,1488,P0
CS2867,21,21,1464,P0
CS2868,48,20,1507,P2
CS2869,27,21,1452,P0
CS2870,47,24,1670,P2
CS2871,145,29,2124,P2
CS2872,1,22,1674,P0
CS2873,16,29,2045,P0
CS2874,70,14,930,P1
CS2875,20,15,1007,P0
CS2876,15,21,1369,P0
CS2877,1,24,1677,P0
CS2878,71,23,1610,P2
CS2879,86,15,1028,P2
CS2880,79,20,1482,P2
CS2881,178,26,1801,P2
CS2882,234,11,781,P2
CS2883,182,21,1658,P2
CS2884,0,21,1399,P0
CS2885,30,28,1781,P0
CS2886,104,16,897,P2
CS2887,34,25,1527,P2
CS2888,191,24,1792,P2
CS2889,36,22,1536,P2
CS2890,68,19,1308,P2
CS2891,56,24,1823,P2
CS2892,174,17,1181,P2
CS2893,5,24,1724,P0
CS2894,17,19,1377,P0
CS2895,18,21,1304,P0
CS2896,48,24,1845,P2
CS2897,27,16,1188,P0
CS2898,34,21,1336,P2
CS2899,14,24,1673,P0
CS2900,10,26,1954,P0
CS2901,190,19,1259,P2
CS2902,109,28,1961,P2
CS2903,153,17,1289,P2
CS2904,6,25,1869,P0
CS2905,86,17,1185,P2
CS2906,57,27,1935,P2
CS2907,32,29,2039,P2
CS2908,65,16,1061,P2
CS2909,32,19,1412,P2
CS2910,11,23,1345,P0
CS2911,34,21,1511,P2
CS2912,85,20,1361,P2
CS2913,214,21,1490,P2
CS2914,87,26,1792,P2
CS2915,85,24,1749,P2
CS2916,63,21,1514,P2
CS2917,1,20,1474,P0
CS2918,9,24,1741,P0
CS2919,20,18,1313,P0
CS2920,7,21,1419,P0
CS2921,53,16,1044,P2
CS2922,5,15,977,P2
CS2923,195,13,966,P2
CS2924,5,21,1459,P0
CS2925,2,14,997,P2
CS2926,25,14,986,P2
CS2927,13,25,1581,P0
CS2928,140,17,1243,P2
CS2929,0,22,1449,P0
CS2930,48,26,1955,P2
CS2931,5,21,1550,P0
CS2932,111,18,1228,P2
CS2933,160,13,900,P2
CS2934,17,17,1227,P0
CS2935,10,21,1388,P0
CS2936,62,13,813,P1
CS2937,14,20,1394,P0
CS2938,93,30,2039,P2
CS2939,24,17,1227,P0
CS2940,87,21,1334,P2
CS2941,312,13,1077,P2
CS2942,70,17,1246,P2
CS2943,10,19,1306,P0
CS2944,224,17,1239,P2
CS2945,8,26,1911,P0
CS2946,11,31,2238,P0
CS2947,129,19,1348,P2
CS2948,195,17,1199,P2
CS2949,101,24,1581,P2
CS2950,47,16,1072,P2
CS2951,197,32,2382,P2
CS2952,43,25,1691,P2
CS2953,53,17,1093,P2
CS2954,48,17,1404,P2
CS2955,29,17,1191,P0
CS2956,6,29,2050,P0
CS2957,63,19,1251,P2
CS2958,106,13,778,P2
CS2959,14,16,1124,P0
CS2960,35,16,1178,P2
CS2961,53,30,2183,P2
CS2962,0,23,1639,P0
CS2963,81,16,1109,P2
CS2964,96,21,1363,P2
CS2965,162,13,793,P2
CS2966,193,18,1143,P2
CS2967,0,21,1425,P0
CS2968,52,24,1649,P2
CS2969,9,18,1314,P0
CS2970,9,21,1496,P0
CS2971,188,16,1029,P2
CS2972,201,19,1301,P2
CS2973,186,19,1317,P2
CS2974,81,19,1368,P2
CS2975,54,22,1387,P2
CS2976,203,14,897,P2
CS2977,10,21,1490,P0
CS2978,119,20,1470,P2
CS2979,2,20,1398,P0
CS2980,167,21,1562,P2
CS2981,108,18,1369,P2
CS2982,82,22,1543,P2
CS2983,11,23,1524,P0
CS2984,51,29,1955,P2
CS2985,226,16,1133,P2
CS2986,80,25,1720,P2
